id,tweet,sent_score
1.20861650947749E+018,birthday to our brand ambassador bathiya jayakody best wishes from dialog USER_MENTION URL,1
1.20860764902731E+018,hi joel let us know your cincern we will be happy to check and assist you on this,1
1.20860413082407E+018,hi connection number location phone device dm URL,0
1.20856069774926E+018,hi thank you for sharing this with us we shall rectify this asap,0
1.20846469206E+018,hi please note that your complaint is in progress and has been assigned to the relevant team you URL,1
1.20845989126805E+018,hi tharindu complain assigned team check,0
1.20840524783362E+018,hi please let us know whether you are facing the same with mobile or home broadband,0
1.20833743562255E+018,your most,1
1.20832683331962E+018,details dm,0
1.2083235190519E+018,hi connection number nic number dm,0
1.20830875854534E+018,hi ahamed please note that you will be able to get more information via the following link URL,1
1.20825420704169E+018,hi all dialog towers have been upgraded to providing more than of the sri lankan URL,1
1.20824897230699E+018,hi shehan apologies for any inconveniences caused appreciate if yoou coudl please dm us the URL,0
1.20824675425423E+018,hi appreciate if you can share your connection details via dm so we can check on the concern you raised,0
1.20822400246604E+018,hi jay appreciate that you tweeted us with regards to this please dm us the below details for us URL,0
1.20821033862325E+018,connection details location contact details,0
1.20820855435371E+018,hi,0
1.20813187969992E+018,hi please share your connection details via dm to check and assist you on the same,0
1.20810674745558E+018,number no charges will be charged for the sms block service,0
1.20807428425145E+018,please dm us the relevant complaint reference number to check with regards to the same,1
1.20807016793208E+018,hi rifai apologies for any inconveniences caused apprecite if you could please elaborate more on URL,1
1.20806242170699E+018,hi connection number nic number dm,0
1.20805433655266E+018,hi connection number location details contact number URL,0
1.20804478934789E+018,hi mobile broadband home broadband,0
1.20803816834955E+018,kindly dm us the below details please.1 connection number2 location details3 contact,1
1.20802645068476E+018,hi gayan are you referring with regards to mobile broadband or home broadband router please,0
1.20802409500421E+018,hi sahan connection URL,0
1.20801758377934E+018,hi apologies for the inconvenience caused appreciate if you could please dm us the relevant URL,1
1.20797395970001E+018,hi manik as a leading and responsible telecommunication provider in sri lanka we maintain a high data URL,1
1.20797133854517E+018,at the moment they will take necessary steps to improve signals for the respective loction we URL,0
1.20795731953709E+018,hi sanjana kindly note that the said application is not a service provided by dialog an URL,1
1.20794715061896E+018,your feedback is highly noted we will escalate this to the relevant as our team will refer to the same,1
1.20791997276636E+018,complaint has been lodged for ez cash issue and it is being investigated at the URL,-1
1.20791042497856E+018,thank you for providing these details we informed respective team to get in touch with you asap URL,0
1.20789818302581E+018,are you referring to the complaint made under reference number,-1
1.20789012528546E+018,hi we sincerely apologize for the any inconvenience caused please do share the respective URL,1
1.20788357572458E+018,hi glad that you are enjoying our roaming services we do have many beneficial roaming packages URL,1
1.20787250521564E+018,you are most welcome EMO_POS,1
1.20787185441904E+018,it you would be possible to get the sim at the airport counter as,0
1.20786874857471E+018,hi chris yes it is possible to purchase an esim at our head office outlet iconic center at town,1
1.20786141161715E+018,rs tax gb gb rs tax gb gb rs tax newest URL,0
1.20786141037144E+018,hi appreciate if you can share where did you get these details as we do not have and URL,0
1.20773242919843E+018,hi mohemed kindly dm us your connection details and number of signal bars to check and assist you on the same,1
1.20771314497563E+018,hi oshila apologies for the inconvenience caused appreciate if you could please elaborate more on URL,1
1.20770075015294E+018,hi apologies for any inconveniences that may have caused appreciate if you could please dm us the URL,0
1.20769677306781E+018,hi chamath connection details dm,0
1.20769308078001E+018,hi rifak apologies for the inconvenience please note that the complaint has been assigned to the URL,-1
1.20766127373279E+018,the time and the date where block is completed in full.however in the event of the router URL,0
1.20766127259194E+018,please note that the data usage sessions will update in blocks if your previous usage URL,-1
1.20761254391464E+018,the same.also note that you can block the promotional message by pressing as,0
1.20761254285355E+018,following these methods kindly provide us with your relevant connection number and registered nic URL,1
1.2076065298909E+018,hi kindly note that we have passed this to the relevant they will check and get back to you on the same,1
1.20750535587128E+018,sorry it would be around,-1
1.20750406806481E+018,hi dinuka appreciate if you could dm the relevant connection number to check on the,1
1.20749964017162E+018,yes the covers are available you can purchase the covers from our iconic outlet EMO_POS,1
1.20741757677257E+018,are you referring to e,0
1.2073670925567E+018,kindly let us know which channel are you refering to,1
1.20736187728366E+018,hi kindly note that our systems are being upgraded at the moment as we are improving the same to URL,1
1.20733877976727E+018,recap of national netball championship that concluded on december at sports URL,0
1.20728273450433E+018,hi raini appreciate if you could kindly let us know more on the above so that we could check assist you on the same,1
1.20728258280047E+018,hi jan please accept our sincere apologies for the inconvenience caused to you regarding this issue URL,1
1.20723184212396E+018,you may used both the star points app or the mydialog,0
1.20722578403053E+018,hi eranga please note that you will be able to do so via the star points,1
1.20722341221884E+018,off at barista valid from to december URL,0
1.20722327347966E+018,off at dsi valid till on december URL,0
1.20722305459995E+018,off at hameedia valid till december URL,0
1.2071984706391E+018,points year end redemption is back unbelievable offers and deals from all your favorite URL,1
1.20717544418277E+018,awarded best product innovation at slasscom innovation awards and gala URL,1
1.20715028236433E+018,hi frankanderic please note that the following prices are exclusive of taxes please visit the URL,0
1.20710765737663E+018,you are most welcome,1
1.20693105392508E+018,hi apologies for any inconveniences caused appreciate if you could please dm us the relecant URL,0
1.20689660583782E+018,hi nazer kindly dm us the relevant connection number to check and assist accordingly,1
1.20689584160215E+018,hi anjula kindly dm us the relevant connection number to check and assist accordingly,1
1.20688556706723E+018,kindly dm us the relevant connection number location details and a contact number of yours to URL,1
1.20687719998029E+018,hi ranindu oba pawasanne mobile broadband pilibandawada nathinam home broadband router pilibandawada,0
1.20687694438352E+018,hi please accept our apologies for any inconvenience caused appreciate if you could dm us the URL,0
1.20683634597873E+018,hi we are really sorry that you had a bad experience appreciate if you could dm us the relevant URL,-1
1.20680981915755E+018,hi thimira router number location contact number,0
1.20680243912854E+018,mydialog app download promo code URL,0
1.20679081585671E+018,hi kindly note that data is being utilized as per the usage however if any concerns do let us know URL,1
1.20676569963035E+018,hi please dm us ypur connection number in order to assist you on the same,0
1.2067573472401E+018,connection details inbox,0
1.20675734621675E+018,offer december december credit debit cards mydialog URL,0
1.20675685845692E+018,refer mobile data offer fixed broadband offer,1
1.20675461580871E+018,hi postpaid connections,0
1.20664752238882E+018,hi,0
1.20662622120907E+018,kindly dm us the relevant connection number to check and assist accrodingly,1
1.20658695580016E+018,kindly share your connection number location details and a contact number of yours via dm to check and URL,1
1.20656298189251E+018,hi kindly note that the mentioned speed was at the demonstration at the technology happened early URL,1
1.20655969016082E+018,connection offer,0
1.20655924966239E+018,hi eranga kindly note that there are no mobile data package offers with regards to the same,1
1.20654927398015E+018,hi when you try to add the card there was a amount deducting from the bank it is less than rs.5 URL,-1
1.20653931611104E+018,apologies for any inconveniences that may have been caused please elaborate more on your exact concern URL,1
1.2065347126904E+018,according to your package.if you have settled the total bills and not received the same URL,0
1.20653471181801E+018,hi eranga hope you are referring to the seasonal offer for and in order to get this offer URL,0
1.20651233147328E+018,hi signal connection number location phone device,0
1.20650379952068E+018,hi sandun we were the first to demonstrate in south asia please refer the following link for URL,1
1.20647050123062E+018,hi jan apologies for the inconvenience caused the wellawaya outlet does not possess the facilities to URL,0
1.20627160492321E+018,kindly note that we have replied to you via dm,1
1.2062616527374E+018,hi lasitha kindly share the relevant connection details via dm to check and assist you on the same,1
1.20624585346952E+018,hi are you referring to the double bonus data offer please,0
1.20615972040439E+018,bank card statement bank,0
1.20615485659306E+018,,0
1.2061548555696E+018,mydialogapp save payment payment URL,0
1.20615485475598E+018,hi credit mydialogapp verify save URL,0
1.20614233927574E+018,hi appreciate if you could dm us the relevant connection details or reference details in order to URL,1
1.20610096059192E+018,hi buddika URL,0
1.206097546353E+018,hi shiraz we replied you via inbox,0
1.20607599980235E+018,we have lodged a complaint under and our team will check and have you assisted on this,-1
1.2060159302219E+018,receive this offer you need to save and verify your cards details to app and add URL,0
1.20601329474776E+018,hi please dm us the relevant connection details to assist,1
1.2058539397422E+018,please check how many signal bars indicating on router if its less than please relocate the URL,1
1.20585366080419E+018,please check how many signal bars indicating on router if its less than please relocate the router URL,1
1.20584426304665E+018,please dm your connection number and the contact number in order to proceed,0
1.2058279212875E+018,you are most welcome,1
1.20581624617395E+018,please share your connection number,0
1.20581602043228E+018,hi hasitha please let us know if you have saved the card details before kindly dm us your URL,1
1.20579297667859E+018,hi namila connection details dm,0
1.20573124084369E+018,hi thanks for the feedback provided however kindly note that all packages are designed per the URL,1
1.20573123956866E+018,hi thanks for the feedback provided however kindly note that all packages are designed per the URL,1
1.2056919956597E+018,we do understand your concern appreciate if you can allow some time more to check on the same,1
1.20567745788763E+018,hi obage router located address eka saha contact number ekak dm eka haraha yomu kala hakida,0
1.20567610721697E+018,please check how many signal bars indicating on router if its less than please relocate the URL,1
1.20557491847526E+018,hi if you are facing any issues with regards to the home broadband connection speeds kindly inbox URL,1
1.205541697222E+018,hi please note that according to the data prioritization the bonus quota will get utilized first URL,1
1.20552900353004E+018,hi gayan samawanna dialog mobile sim pathak home broadband router ekaka dama use kara nohaki bawa danwaa,0
1.20551539959866E+018,hi ujitha kindly dm us your relevant connection number with a contact number of your to check and assist you,1
1.20549013538031E+018,hi gaitonde please dm us the connection and the contact number in order to assist you on the,0
1.20548647262466E+018,hi connection number,0
1.2054837550093E+018,we do understand your concern we are extremely sorry for the delay so far kindly bear with us URL,1
1.2054815113754E+018,hi salmaan appreciate if you could dm the relevant connection number along with your nic,1
1.20547232355532E+018,hi rumman please accept our apologies for any inconvenience caused appreciate if you could dm us the URL,0
1.2054521018846E+018,hi chinthaka please dm us the details please,0
1.20544741729167E+018,hi your connection seems to be ok hope you could forward us the error code to be seen on URL,1
1.20543442731829E+018,hi chinthaka please share your connection number via dm and the error you facing,0
1.20543011757866E+018,hi thimira inbox reply,0
1.20542838358624E+018,please share a contact number,0
1.20539923846241E+018,hi sutharman are you referring to the home broadband offer,0
1.20538783035404E+018,hi yes sure appreciate if you could dm us the relevant connection number please,1
1.20538039602151E+018,we have checked your outstanding is been fully settled however we believe there is a delay in the URL,1
1.2053630934983E+018,dm,0
1.20534321803801E+018,hi connection number location details device details dm,0
1.20534266160902E+018,hi kindly let us know your connection number contact number and the router located address via dm URL,1
1.20533172512073E+018,much appreciated,1
1.20532387256578E+018,hi suhasha kindly dm us your connection number and the nic number to check on the same,1
1.20531023157765E+018,hi sorry for inconvenience appreciate if you could uninstall and reinstall the mydialog app if the URL,-1
1.2051961434512E+018,hi rumesh we apologize if any inconvenience was caused if you have an issue with regards to coverage URL,0
1.2051847897723E+018,as informed earlier our team is already looking onto the same you will be given a solution for this shortly,0
1.20518227768197E+018,hi,0
1.20518132147292E+018,extreme apologies for the inconvenience caused so far as our team is working on the same this will be rectified shortly,-1
1.20517797231277E+018,hi nuwan are you facing the signal issue on your mobile connection or on your home broadband,0
1.2051640933022E+018,hi eranga please dm us your connection details to check on the same and assist you,0
1.20515929872191E+018,hi kindly share your connection details via dm to check and assist you on the same,1
1.20515706220158E+018,note that it will be gb,0
1.20513766892273E+018,you are most welcome EMO_POS,1
1.2051363327936E+018,you may refer the below for the respective escalation points with regards to the same URL,0
1.20513355401266E+018,hi thank you for your feedback we will escalate this to the relevant as our team will check consider on the same,1
1.20513054197815E+018,hi dushanthi check connection number dm,0
1.20512654405985E+018,hi we have cheked with the relevant team and they are still working on the same we have already URL,1
1.20512529883403E+018,URL,0
1.20510574065175E+018,hi kindly dm us your relevant connection number and your location details along with a contact number URL,1
1.20509507090021E+018,delay already inform URL,0
1.20508126297039E+018,hi thimira mobile coverage complaint ref num lodge,-1
1.20505403450955E+018,hi kolitha URL,0
1.20505018027125E+018,hi appreciate if you can share your connection number via inbox to assist you accordingly,0
1.20504088290859E+018,contact,0
1.20504019812558E+018,hi apologies if any inconvenience caused kindly dm us the relevant connection details,1
1.20503857143187E+018,kindly note that your concern has been escalated to the relevant already please be assured that a URL,1
1.20503742655468E+018,hi connection details inbox,0
1.20498679324792E+018,hi shalana appreciate if you could share a contact number of yours as well,0
1.20498140697328E+018,hi nimesh we are sorry you feel this way but kindly note that were unable to assist without the connection number,-1
1.20497420457731E+018,hi escalate URL,0
1.20496242747917E+018,please dm us the relevant connection details to check on this,1
1.20496180263274E+018,requested details,0
1.20495457389665E+018,hi seni apologies for any inconveniences caused appreciate if you could please elaborate more on URL,1
1.20494931595904E+018,connection number location details contact URL,0
1.20482805738057E+018,connection number dm,0
1.20482099881148E+018,hi kindly share the below details via dm in order to check and assist you on the same.1 URL,1
1.20479812829937E+018,hi pasindu are you referring to a home broadband connection if so we can provide a usage session URL,0
1.20479151466628E+018,hi chamith home broadband connection total outstanding settle URL,1
1.20477927388791E+018,hi kindly note that the charge is one time and the offer is valid for days upon activation URL,1
1.20477640260581E+018,note that loyalty points cannot be redeemed for the same,0
1.20477070094445E+018,hi rajitha please refer the link URL for the device features and specifications on the,0
1.20476442413071E+018,hi signal issue connection details dm,0
1.20476036531112E+018,hi rasika prepaid home broadband customers offers URL,1
1.20475253688596E+018,check connection number dm,0
1.20475130190251E+018,government package seasonal offer eligible,0
1.20475096158089E+018,hi lasanka check connection number dm offer URL,0
1.20474954914066E+018,hi check connection number dm,0
1.20474284085055E+018,please do share us a contact number of the same as we will check with the same,0
1.20473892520766E+018,tax rates package voice sms quota,0
1.20473460332132E+018,hi package rs.345 dial activate,0
1.20472097971446E+018,packagegovernment packageteachers package offer URL,0
1.20471318261657E+018,hi kindly dm us the relevant connection details in order for us to check and assist you on the same,1
1.20471034009895E+018,hi we are really sorry for the inconvenience which has caused to you with this regard we shall URL,-1
1.2046899173575E+018,youre welcome,1
1.20467065562876E+018,sorry it is closed on poya days however the crescat outlet is open from today EMO_POS,-1
1.20466632389423E+018,can we know your location please,0
1.20464850527869E+018,hi there sorry we do not have the iphone for flash deals,-1
1.20464672997655E+018,hi connection details payment details dm,0
1.20464268719604E+018,your complain has escalate to relevant division reference,1
1.20443249674784E+018,its a offer to the new dialog user as it will not be available for exsisting users,1
1.2044319815573E+018,hi we do apologize for the inconvenience kindly note that we have raised a service request for URL,1
1.20442691764824E+018,note that this offer is available for new dialog connection users,1
1.20442652062376E+018,if you are referring to an existing home broadband connection the new tax rates for home URL,1
1.20441424665565E+018,hi yes please note that it is available,1
1.20440621429524E+018,hi azaff kindly let us know if you are referring to a post paid connection or pre paid URL,1
1.20439185073343E+018,confirmation,0
1.20437975237675E+018,mobile lodge complaint confirm,-1
1.20437975047252E+018,hi mobile hbb lodge complaints team URL,0
1.20437616123881E+018,hi sanik lodge complaint upgrade URL,-1
1.20436295583758E+018,provide with a solution shortly,0
1.20436295422704E+018,hi kaumadhi extreme apologies for the delay caused so far and thank you for sharing the details URL,-1
1.20430810168137E+018,hi philip corporate customers will not be eligible for this offer,0
1.20430152630035E+018,URL,0
1.20424137990547E+018,hi kindly note that prior adding all the numbers to mydialog app there is an one time password URL,1
1.20408998508487E+018,hi kindly accept our humble apologies as we have prioritized the issue and informed the team URL,1
1.20407681161066E+018,hi akila sorry for the inconvenience caused please share us your relevant connection details via URL,-1
1.20399004941679E+018,hi thank you so much for your feedback how ever kindly note that all our data and voice packages URL,1
1.20398262706318E+018,hi isura apologies for the inconvenience caused appreciate if you could dm the relevant connection URL,1
1.20391035606374E+018,appreciate if you could dm us your connection number and the nic number to check on the same,0
1.20390459063214E+018,hi ijaz kindly note as mentioned in the sms the invoice value as of december was only URL,1
1.20372036285856E+018,hi minuka according to our data behavior firstly bonus data will be consumed then the main URL,1
1.20372012399302E+018,kindly note that we cannot mention an exact time frame our team will attend this issue at the earliest possible,1
1.20371687076919E+018,hi nifaadh if you are facing any network interference with the connection kindly share us your URL,1
1.20368334304225E+018,hi amjath kindly share in your connection details via dm to check and assist you on the same,1
1.20367810790914E+018,do you wish to get a detail,0
1.20367709038777E+018,hi apologies for the delay appreciate if you can allow us more time for our team to check and assist URL,1
1.20367340796502E+018,hi for more information regarding our new tax rates please refer the following link URL,1
1.20363749735758E+018,hi apologize for the inconvenience caused kindly share your connection details or complain reference URL,1
1.2036196414631E+018,hi compliant compliant number URL,0
1.20360986176806E+018,hi bonus data activate anytime bonus URL,0
1.20355194958662E+018,hi its a genuine service if you have any concern please do contact us via we would URL,1
1.20353953774754E+018,hi prabuddha we apologize for the inconvenience caused please share your connection number and nic URL,0
1.20348158695353E+018,yes it is the same,0
1.20343462163721E+018,hi ramishka please note that according to the standard prioritization bonus data will be consumed first during usage,1
1.20339379732707E+018,hi mj apologize for the inconvenience caused kindly note that we are having a system update please URL,1
1.2033729876821E+018,we completely understand the inconvenience this may have caused you kindly dm us the relevant URL,1
1.2033727195318E+018,number primary number mobile connection,1
1.20337144110798E+018,we checked your compliant the area is in marginal coverage and no site plan for this year please URL,0
1.20336774725997E+018,hi zaeem please let us know what is the issue you are facing with the router as we will check and URL,0
1.2033671136348E+018,did you recieve a reference number for the mentioned complaint please,-1
1.20336603748123E+018,hi are you experiencing connection issues related to home broadband or mobile broadband,0
1.20336438419571E+018,we completely understand the inconvenience this may have caused you and apologize for putting you URL,1
1.20335105845563E+018,hi azky if you are facing coverage issues kindly share your connection details via dm so that we can URL,1
1.20335053047666E+018,hey nisala please accept our apologies for any inconvenience caused appreciate if you could let us URL,0
1.20328865343226E+018,hi sandun kindly share with us whether the issue you are experiencing is with regards URL,1
1.20326994859384E+018,hi zaman please let us know your connection number and nic via dm to check and assist you on the same,0
1.20317166464262E+018,hi inoka kindly dm us your connection number location details and a contact number of yours to assist on the same,1
1.20317043900828E+018,hi connection number location details contact details dm,0
1.20315659318296E+018,yes our team will get in touch with you asap EMO_POS,0
1.20315659237768E+018,yes our team will get in touch with you asap EMO_POS,0
1.20314647513344E+018,hi dm,0
1.20314286278906E+018,hi we are extremely sorry for the inconvenience caused our team is investigating on the concern you URL,-1
1.20304834429527E+018,as requested above please inbox us your relevant connection number and location details to check and URL,1
1.20301729551108E+018,hi ahamed please accept our apologies for any inconvenience caused appreciate if you could let us URL,0
1.20300671269495E+018,hi amalsha christmas season specific packages launch URL,0
1.20299299631421E+018,you are most,1
1.20299250701926E+018,the bonus data that you receive will be valid for days from the date of bill,0
1.20299159788293E+018,you most,1
1.202990179709E+018,hi suhasha please note that we do have and offer for home broadband connections all you have to do URL,0
1.20296658758367E+018,hi amalsha router URL,0
1.20295258566313E+018,,0
1.20295258472365E+018,hi naleem home broadband connections anytime bonus data offer URL,0
1.20294670804658E+018,please dm us your connection number in order to check on the same,0
1.20293808074907E+018,yes we do have kindly settle your total outstanding amount and be entitled for anytime bonus URL,1
1.20292685390595E+018,hi day pass dialog tv channels URL,0
1.20292622610667E+018,dialog viu URL,0
1.20292297658221E+018,hi kindly dm us your connection number to check on the same,1
1.202861258762E+018,feedback,0
1.20285818351935E+018,youre welcome EMO_POS,1
1.20285138524041E+018,hi escalate URL,0
1.20283609506873E+018,the above offer is for the customers whore settling their total bill within to URL,0
1.20282273598818E+018,EMO_POS,0
1.20281499553024E+018,,0
1.20281337438977E+018,you are most welcome and have a great day EMO_POS we value your feedback please take a few minutes URL,1
1.20280887573864E+018,hi dave the anytime bonus data will be applied within working days and the bonus data URL,0
1.20280531447257E+018,dm,0
1.20277920071492E+018,network operator,0
1.20277919921332E+018,portal ussd sms activate account URL,0
1.20271722015092E+018,we will require your connection number for us to check and assist you on the same appreciate if you URL,0
1.20267352559471E+018,hi check connection number inbox,0
1.20264658860002E+018,kindly note that our team will check on the same after sending the email,1
1.20262307625458E+018,hi achini refer exact offer,1
1.20262019024207E+018,hi chanu data sms,0
1.20261937831286E+018,you are most welcome EMO_POS we value your feedback please take a few minutes to rate our service on URL,1
1.20261697440623E+018,you are welcome,1
1.20260928591986E+018,hi lakshitha apologies for any incconvinces caused appreciate if you could please dm us the URL,0
1.20260840586267E+018,hi suhail appreciate if you could let us know are you referring about home broadband or mobile broadband,0
1.2026064038836E+018,hi sandun dms reply,0
1.20259886620336E+018,hi are you experiencing issues related to mobile broadband or home broadband,0
1.20258921756779E+018,hi sudaraka kindly dm us the relevant connection details and nic to check and assist you on the same,1
1.20257855608317E+018,hi dm,0
1.20255598413425E+018,hi dm connection number location details contact number URL,0
1.20253011181749E+018,hi amalan yes it is,0
1.20250056938405E+018,hi note that the same is applicable to all the,0
1.2024949401919E+018,please provide your contact number in order to proceed,0
1.2024922805543E+018,sorry your concern is not clear appreciate if you can elaborate the same,-1
1.20249157135203E+018,hi prasad package connection details dm,0
1.20248656632687E+018,hi will be allocated as an anytime data quota please do share your connection details via dm in URL,0
1.20246261908654E+018,hi dumi kindly note that the site is working,1
1.20245879542904E+018,hi rohan we are extremely sorry for the inconvenience caused,-1
1.20245193995238E+018,hi rohan sorry for the inconvenience caused you got the sms offer for the package of free URL,-1
1.20244815544861E+018,dec invoices for the other hbb connection under your nic is settled bonus data will be applied after URL,-1
1.2024481542659E+018,you received is for the zero package hbb conn which is used for the viu hub and this was sent since URL,0
1.20244815313338E+018,hi sarinda please accept our apologies for the above sms sent we currently have an ongoing promo for URL,0
1.20227058640951E+018,your most,1
1.20226082913298E+018,hi samitha we have replied to your,0
1.20226002761827E+018,hi hasitha URL,0
1.20224047979187E+018,you are mostly welcome EMO_POS,1
1.20223695320428E+018,appreciate if you could dm the relevant connection number to check on the,1
1.202226723213E+018,and saved all you have to do is to make a payment of rs.200 or more via the mydialog app and also URL,1
1.2022267221308E+018,receive indicates that you have been charged a small amount form the relevant card to verify the card URL,1
1.20222672077185E+018,hi samitha apologies for the inconvenience caused what was mentioned through the message was that URL,0
1.20220266127946E+018,hi indika are you facing this signal issue is for mobile broadband or home broadband and please do URL,0
1.20213982162973E+018,have you received an sms to the registered mobile number,0
1.20212981480473E+018,hi you will receive the same once the reload is made by a verified debit card onto your primary number,1
1.20209775640542E+018,hi samitha please note that you will receive the relevant allocation from the next billing cycle on URL,1
1.20209300063511E+018,good morning please allow us some more time to check on this,1
1.20207093200688E+018,hi samitha please share your nic with us via dm as well to check and assist you on the same,0
1.20204339649332E+018,hi dialog tv check URL,0
1.2018495081765E+018,you most welcome,1
1.20184366065828E+018,hi please visit the link below to get details on the same URL,0
1.20183223551255E+018,we have informed the relevant division they will look into the possibility and do the,1
1.2018239109264E+018,hi chathura signal issue mobile connection,0
1.20180935633507E+018,appreciate if you could dm us the connection number in order to check on the same,0
1.20178843782266E+018,please share your contact number as well,0
1.20178581178154E+018,hi data usage data check URL,0
1.20175102295323E+018,hi we are sorry for the inconvenience dm us the complaint reference no connection details for URL,-1
1.20174294052106E+018,hi unsubscribe from derana news services please type offsderanas and send to,0
1.20173297310573E+018,appreciate if you could dm us your connection number in order for us to check and assist you on the same,0
1.20172422684523E+018,kindly note that we can send the details to the relevant team for investigation if you could dm us the URL,1
1.20172378034895E+018,details on the same URL,0
1.20172377923326E+018,hi amalan hope you are referring to seasonal offer home broadband if so please note that all URL,0
1.20172093160704E+018,kindly allow us some more time to check on this,1
1.20171565353681E+018,hi nawran please note that this sms is not sent by dialog please dm us your connection number as well URL,0
1.20171044275168E+018,we have lodged a complaint on the reference number our team will check and assist you on this,-1
1.20170451145632E+018,hi dialog signal,0
1.2016935224134E+018,we called you on the same number but we were unable to reach you please share a reachable alternative URL,-1
1.20167273598388E+018,hi there pls dm us your contact number to assist you,0
1.20154437028304E+018,kindly note that you need to verify the card in order to proceed with,1
1.20153248297961E+018,appreciate if you could dm us the relevant connection number in order to check and assist you on the same,1
1.20151925049156E+018,hi rifak note that our team has tried reaching you regarding the same and you were not contactable URL,0
1.20151021387198E+018,hi srimal kindly share with us whether the issue you are experiencing is with URL,1
1.20148342704594E+018,hi kanjitha please note that you must make a reload of rs in order to redeem the same EMO_POS,0
1.20142416237342E+018,hi nisala sorry for the inconvenience again please allow us sometimes to provide you a solution,-1
1.20142048312995E+018,hi lakshitha we have informed the relevant team and updated them on the current scenario they URL,1
1.20141667643424E+018,hi lakshitha noted did the two deductions that you mentioned earlier happen after the refund was made,0
1.20141478107859E+018,could you please provide us a rechable contact number or the number which you have made a payment URL,0
1.20141263664839E+018,with netflix support with netflix support with regards to the same and let us know with a URL,0
1.20141263478185E+018,hi lakshitha as per the complaint references that you have lodged it is with regards to changing URL,-1
1.20140701702341E+018,hi nisala we checked your compliant the area is in marginal coverage and no site plan for this year URL,0
1.20137214241746E+018,could you please dm us the connection to which you made the payment,0
1.20135255604113E+018,hi you will only receive free data when you met below conditions save your URL,1
1.20134311793858E+018,hi apologies for any inconveniences caused if the connection is still active appreciate if you could URL,-1
1.20134264300076E+018,hi we are sorry to hear this appreciate if you could dm us your nic number for us to check and have you assisted on this,-1
1.20134194909933E+018,thank you very much for your suggestion and we will escalate this however if you are facing any URL,1
1.20133375054361E+018,hi vidula active time coverage URL,-1
1.20131903032334E+018,hi we shall keep all of our customers informed if we implement such offers also please do refer this URL,1
1.20120155008713E+018,URL,0
1.20119665205443E+018,signal issue team URL,0
1.20119432770956E+018,hi connection number location details contact number URL,0
1.20119092950961E+018,,0
1.20118889666469E+018,hi tharindu mobile broadband URL,0
1.2011884822968E+018,hi we will be informing our customers on the same if we decide to provide such allowance,0
1.20117901456565E+018,hi signal connection number dm,0
1.20117697888123E+018,EMO_POS,0
1.20117634506315E+018,complaint lodge URL,-1
1.20116571767824E+018,hi thimira signal dialog home broadband mobile broadband URL,0
1.20115976094029E+018,hi mobile broadband home broadband,0
1.20114966581258E+018,hi kindly elaborate more on your concern for better assistance please,1
1.20113005984057E+018,hi kindly dm us your connection details and nic to check and assist you on the same,1
1.20109913725048E+018,we have passed your concern to the relevant kindly allow us some time,1
1.20095720813931E+018,hi update,0
1.20078419951666E+018,hi saajidh we are sorry to hear that you had a bad experience with the mobile connection kindly URL,-1
1.20071115161047E+018,kindly note that you can use the said sms method to block dialog sms promotional campaigns dispatched URL,1
1.20070661732456E+018,appreciate if you could please dm us your connection number to check and assist accordingly,0
1.20069939743843E+018,hi you can block the same via sms type name or port name and send sms to,0
1.2006985593535E+018,you are most welcome.we value your feedback please take a few minutes to rate our service on social URL,1
1.20069729943911E+018,the required and send to mydialog selfcare appvalue URL,0
1.20069729839479E+018,hi kindly note that we do not disclose any customer information to any third part at any instance URL,1
1.20068769986004E+018,settings messaging sms block block sms type or URL,0
1.20068769881148E+018,hi isura kindly note that we do not disclose any customer information to any third part at any instance URL,1
1.2006568734118E+018,hi kindly note that the complaint is in progress and the team will get in touch with you asap URL,1
1.20063758857245E+018,hi gayan apologies for any inconveniences caused appreciate if you could please dm us your URL,0
1.20061663560788E+018,hi lasitha till the gazette is released with details of the tax change we are not able to provide URL,-1
1.20059412542859E+018,pls dm us your connection number location and a contact no to assist,0
1.20059027438642E+018,hi,0
1.20039469631869E+018,we are unable to confirm regarding the same however for better purpose please refer the packages URL,0
1.20034355836613E+018,kindly note that this was due to a system maintenance however thank you for your feedback,1
1.20033453292858E+018,please reefer the complain number,0
1.2003176071922E+018,thank you we will keep you updated on the concern you raised,0
1.2003172429882E+018,hi home broadband URL,0
1.20025680121376E+018,hi,0
1.20022967231705E+018,hi apologies for any inconvenience caused appreciate if you could inbox us your connection number URL,0
1.20021697178838E+018,thank you EMO_POS,0
1.20021382074616E+018,hi we would like to check and assist you on the concern you raised please do share your connection URL,0
1.20012666424149E+018,hi we are sorry if any inconvenience was caused due to the same please note that there is an URL,-1
1.20008900599767E+018,kindly dm your connection number location details and the device details to check and assist you on the same,1
1.20007911790922E+018,calls are irrelevant you may block the numbers from the given method below.to block promos type URL,-1
1.20007911603016E+018,hi as a leading and responsible telecommunication provider in sri lanka we maintain a highy data URL,1
1.20007671695111E+018,we will escalate to the relevant,1
1.19999643594679E+018,the ums service also known as the universal messaging service is activated by default for the voice URL,0
1.19995458137717E+018,hi lakshan appreciate if you could let us know your connection details via dm to check and assist URL,0
1.19993152971314E+018,hi apaya me pilibandawa government eka wisin nisi thirinayak laba di nomathi bawin apata URL,0
1.1996744822371E+018,hi government confirmation URL,0
1.19961375465845E+018,you are most welcome,1
1.19960860102489E+018,and send to,0
